example,category,category_num
"for a just society (and, by extension, a government that works to promote a particular view of social justice) is connecting a religious belief (i.e.,",№8 ЛСВ 4 точка зрения,8
The way the post-Vatican II liturgy is celebrated promotes a positive view of the world.,№8 ЛСВ 4 точка зрения,8
""" sympathizer, a recruiter, and a financier "" of al-Qaeda as well as promoting a positive view of the Taliban and Islamic fundamentalism15), wrote in a separate",№8 ЛСВ 4 точка зрения,8
implementation of this rule can be beneficial not only by informing them but also by promoting a positive view toward this regulatory requirement.,№8 ЛСВ 4 точка зрения,8
"the auction house Sotheby's calls "" Important Tribal Art ""), or to promote a redemptive view of a continent where racialized and utopic forms of essential "" blackness",№8 ЛСВ 4 точка зрения,8
"lost their government-sanctioned commercial and the ability to preach to a captive audience, to promote their religious views at the expense of others.",№8 ЛСВ 4 точка зрения,8
Common Core thereby promotes a rhetorical view of writing.,№8 ЛСВ 4 точка зрения,8
"that's stronger together, that builds an economy that works for everybody, and promotes the right view of American leadership in the world.",№8 ЛСВ 4 точка зрения,8
"core values are not tightly linked to organizational success, they still guide action and promote a more unified view of' reality'.",№8 ЛСВ 4 точка зрения,8
"although education might impart the abilities for self-supporting single motherhood, the school curriculum itself promotes a fairly conservative view of girls' futures as wives and homemakers (Stambach 2000",№8 ЛСВ 4 точка зрения,8
"Three generations of Aylings ran a respectable newspaper and I handed it over to someone who sent it plummeting down-market, used it to promote an extreme political view and was a thoroughly bad employer.",№8 ЛСВ 4 точка зрения,8
"We served together in the Senate, but this was a decision based on my view that it's Howard Dean that energizes people, that inspires people",№8 ЛСВ 4 точка зрения,8
"or not, either aside is in a position to appeal to the appellate court based upon their view that the court made erroneous errors in the case.",№8 ЛСВ 4 точка зрения,8
"attempts to distinguish our reception of film from our reception of language seem to be based on an anti-holistic view of perception positing a kind of "" experience "" that comes",№8 ЛСВ 4 точка зрения,8
The claim must be based on a balanced view of the scientific literature.,№8 ЛСВ 4 точка зрения,8
"last claim, if difference is not based on species, it certainly is not based on the contemporary view that race, ethnicity, and gender are the key dividers",№8 ЛСВ 4 точка зрения,8
Training Philosophy and Goals # The UN-L School Psychology Program is based on an ecological view of human behavior and psychological services.,№8 ЛСВ 4 точка зрения,8
"because either you're asking us to change the information that we provide to people based on an ideological view, which I don't think is what people want tech",№8 ЛСВ 4 точка зрения,8
We rightly reject this system today as a false theory based on an incorrect view about the nature of the material world.,№8 ЛСВ 4 точка зрения,8
The present study was based on this interactive view of attrition and retention.,№8 ЛСВ 4 точка зрения,8
"Ganivet does, indeed, weave into the novel scenes based on an ironic view of the craze for parapsychology that swept through Europe between 1850-1890",№8 ЛСВ 4 точка зрения,8
These suggestions are based on the multidimensional view of motivation as well as the idea that motivation is not,№8 ЛСВ 4 точка зрения,8
"For every dollar borrowed there must be a dollar in savings. The economy as a whole can not spend the equity in homes. As cash-out loans are repaid, savers will receive their money back, and that money will then be lent or spent again. What is true for one person, the ability to borrow against an asset, can not be true for the economy in aggregate. Optimism Will Win # THE PESSIMISM AND ANGST we are witnessing today is some of the worst I have seen in my career. But these fears are based on a myopic view, models which do not reflect the way the world really works and a thought process that describes progress and change as a negative. # In the end, we live in an extraordinary time of rapid advances in technology, massive gains in productivity and wealth, and upheaval in the status quo.",№8 ЛСВ 4 точка зрения,8
global trade is a primary source of the gap between high-income and low-income nations is based on an outdated view of the wealth of nations.,№8 ЛСВ 4 точка зрения,8
"This may be a political judgment based on an outdated view of workers, many of whom are now accumulating capital themselves",№8 ЛСВ 4 точка зрения,8
that person's actual character and actions belie the inconsistencies underlying a criminal justice system based on a reductive view of criminal psychology.,№8 ЛСВ 4 точка зрения,8
